FuncionarioChave;Data;DiaSemana;Codigo;Fonte;Observacao
FW5G;2025-08-17;DOM;FS;STD_JUL_2025;
FN2K;2025-08-17;DOM;FS;STD_JUL_2025;
FWEC;2025-08-17;DOM;FS;STD_JUL_2025;
CNWT;2025-08-17;DOM;FS;STD_JUL_2025;
FVXU;2025-08-17;DOM;EM;STD_JUL_2025;
FW0R;2025-08-17;DOM;FS;STD_JUL_2025;
WS3M;2025-08-17;DOM;FS;STD_JUL_2025;
NS1H;2025-08-17;DOM;FS;STD_JUL_2025;
RH7F;2025-08-17;DOM;FS;STD_JUL_2025;
FWDG;2025-08-17;DOM;FS;STD_JUL_2025;
AS4D;2025-08-17;DOM;FS;STD_JUL_2025;
B0X1;2025-08-17;DOM;FS;STD_JUL_2025;
NS1R;2025-08-17;DOM;FS;STD_JUL_2025;
M37H;2025-08-17;DOM;FS;STD_JUL_2025;
F08F;2025-08-17;DOM;FS;STD_JUL_2025;
F8CK;2025-08-17;DOM;FS;STD_JUL_2025;
AS4K;2025-08-17;DOM;FS;STD_JUL_2025;
DAJU;2025-08-17;DOM;O;STD_JUL_2025;
FW0F;2025-08-17;DOM;FS;STD_JUL_2025;
FW4S;2025-08-17;DOM;FS;STD_JUL_2025;
ATJC;2025-08-17;DOM;FS;STD_JUL_2025;
URON;2025-08-17;DOM;SGP;STD_JUL_2025;
WTK2;2025-08-17;DOM;FS;STD_JUL_2025;
FW4D;2025-08-17;DOM;FS;STD_JUL_2025;
NSYK;2025-08-17;DOM;FS;STD_JUL_2025;
DAJA;2025-08-17;DOM;FS;STD_JUL_2025;
RV0N;2025-08-17;DOM;FS;STD_JUL_2025;
FW7G;2025-08-17;DOM;FS;STD_JUL_2025;
RTNM;2025-08-17;DOM;FS;STD_JUL_2025;
NA2L;2025-08-17;DOM;FS;STD_JUL_2025;
RMNF;2025-08-17;DOM;NTG;STD_JUL_2025;
FW1B;2025-08-17;DOM;ANG;STD_JUL_2025;
FVUJ;2025-08-17;DOM;FS;STD_JUL_2025;
F8ZW;2025-08-17;DOM;TUY;STD_JUL_2025;
URI2;2025-08-17;DOM;FS;STD_JUL_2025;
URSS;2025-08-17;DOM;FS;STD_JUL_2025;
FRF2;2025-08-17;DOM;FS;STD_JUL_2025;
FVZ9;2025-08-17;DOM;FS;STD_JUL_2025;
FVY9;2025-08-17;DOM;FS;STD_JUL_2025;
URYS;2025-08-17;DOM;NTG;STD_JUL_2025;
NVPM;2025-08-17;DOM;FS;STD_JUL_2025;
NVMJ;2025-08-17;DOM;FS;STD_JUL_2025;
URFB;2025-08-17;DOM;FS;STD_JUL_2025;
KAZZ;2025-08-17;DOM;FS;STD_JUL_2025;
FMKI;2025-08-17;DOM;FS;STD_JUL_2025;
LDKC;2025-08-17;DOM;FS;STD_JUL_2025;
RLG3;2025-08-17;DOM;FS;STD_JUL_2025;
MGKJ;2025-08-17;DOM;F;STD_JUL_2025;
E8FU;2025-08-17;DOM;O;STD_JUL_2025;
NVR7;2025-08-17;DOM;YNT;STD_JUL_2025;
F8ML;2025-08-17;DOM;FS;STD_JUL_2025;
RT3W;2025-08-17;DOM;FS;STD_JUL_2025;
L1MJ;2025-08-17;DOM;FS;STD_JUL_2025;
S229;2025-08-17;DOM;NTG;STD_JUL_2025;
MOP3;2025-08-17;DOM;FS;STD_JUL_2025;
MABJ;2025-08-17;DOM;FS;STD_JUL_2025;
N5VI;2025-08-17;DOM;YNT;STD_JUL_2025;
LPLK;2025-08-17;DOM;BT;STD_JUL_2025;
PDSO;2025-08-17;DOM;YNT;STD_JUL_2025;
EKID;2025-08-17;DOM;YNT;STD_JUL_2025;
FW6C;2025-08-17;DOM;EM;STD_JUL_2025;
LMIN;2025-08-17;DOM;YNT;STD_JUL_2025;
FW9S;2025-08-17;DOM;FS;STD_JUL_2025;
WU3X;2025-08-17;DOM;YNT;STD_JUL_2025;
PD0U;2025-08-17;DOM;FS;STD_JUL_2025;
WV48;2025-08-17;DOM;O;STD_JUL_2025;
KEFZ;2025-08-17;DOM;FS;STD_JUL_2025;
B25O;2025-08-17;DOM;NTG;STD_JUL_2025;
WMFR;2025-08-17;DOM;O;STD_JUL_2025;
PL7B;2025-08-17;DOM;FS;STD_JUL_2025;
URP3;2025-08-17;DOM;FS;STD_JUL_2025;
PDBP;2025-08-17;DOM;FS;STD_JUL_2025;
PDEK;2025-08-17;DOM;FS;STD_JUL_2025;
FN3R;2025-08-17;DOM;FS;STD_JUL_2025;
URUG;2025-08-17;DOM;EM;STD_JUL_2025;
FVU9;2025-08-17;DOM;FS;STD_JUL_2025;
MCW5;2025-08-17;DOM;NTG;STD_JUL_2025;
XDDH;2025-08-17;DOM;FS;STD_JUL_2025;
A1QB;2025-08-17;DOM;YNT;STD_JUL_2025;
URVX;2025-08-17;DOM;FS;STD_JUL_2025;
UPDJ;2025-08-18;SEG;YNT;STD_JUL_2025;
U4XE;2025-08-18;SEG;F;STD_JUL_2025;
NSYD;2025-08-18;SEG;YNT;STD_JUL_2025;
TFBN;2025-08-18;SEG;B;STD_JUL_2025;
U4OB;2025-08-18;SEG;F;STD_JUL_2025;
CX1A;2025-08-18;SEG;HO;STD_JUL_2025;
URPQ;2025-08-18;SEG;HO;STD_JUL_2025;
BHQ1;2025-08-18;SEG;NTG;STD_JUL_2025;
U3PE;2025-08-18;SEG;SGP;STD_JUL_2025;
U3PX;2025-08-18;SEG;SGP;STD_JUL_2025;
BETN;2025-08-18;SEG;ANG;STD_JUL_2025;
JMU9;2025-08-18;SEG;SGP;STD_JUL_2025;
FMB1;2025-08-18;SEG;HO;STD_JUL_2025;
CXLT;2025-08-18;SEG;SGP;STD_JUL_2025;
AJP2;2025-08-18;SEG;HO;STD_JUL_2025;
FRCF;2025-08-18;SEG;HO;STD_JUL_2025;
RWEU;2025-08-18;SEG;HO;STD_JUL_2025;
YT3I;2025-08-18;SEG;O;STD_JUL_2025;
NVBN;2025-08-18;SEG;O;STD_JUL_2025;
B1S8;2025-08-18;SEG;HO;STD_JUL_2025;
YRAJ;2025-08-18;SEG;F;STD_JUL_2025;
LNIG;2025-08-18;SEG;B;STD_JUL_2025;
SLDR;2025-08-18;SEG;B;STD_JUL_2025;
NSAZ;2025-08-18;SEG;HO;STD_JUL_2025;
MG0B;2025-08-18;SEG;O;STD_JUL_2025;
M37R;2025-08-18;SEG;ANG;STD_JUL_2025;
NA1Y;2025-08-18;SEG;L;STD_JUL_2025;
FRA2;2025-08-18;SEG;O;STD_JUL_2025;
KB1O;2025-08-18;SEG;HO;STD_JUL_2025;
UREQ;2025-08-18;SEG;SGP;STD_JUL_2025;
BTKP;2025-08-18;SEG;B;STD_JUL_2025;
FWDE;2025-08-18;SEG;EM;STD_JUL_2025;
NS0U;2025-08-18;SEG;YNT;STD_JUL_2025;
RTVS;2025-08-18;SEG;EM;STD_JUL_2025;
B1WH;2025-08-18;SEG;V;STD_JUL_2025;
F8TR;2025-08-18;SEG;YNT;STD_JUL_2025;
XDZY;2025-08-18;SEG;HO;STD_JUL_2025;
U36Q;2025-08-18;SEG;F;STD_JUL_2025;
NA2O;2025-08-18;SEG;HO;STD_JUL_2025;
N7G5;2025-08-18;SEG;F;STD_JUL_2025;
F955;2025-08-18;SEG;HO;STD_JUL_2025;
F941;2025-08-18;SEG;YNT;STD_JUL_2025;
NSZD;2025-08-18;SEG;YNT;STD_JUL_2025;
FW5G;2025-08-18;SEG;B;STD_JUL_2025;
FN2K;2025-08-18;SEG;TR;STD_JUL_2025;
FWEC;2025-08-18;SEG;HO;STD_JUL_2025;
CNWT;2025-08-18;SEG;TR;STD_JUL_2025;
FVXU;2025-08-18;SEG;EM;STD_JUL_2025;
FW0R;2025-08-18;SEG;B;STD_JUL_2025;
WS3M;2025-08-18;SEG;TR;STD_JUL_2025;
NS1H;2025-08-18;SEG;B;STD_JUL_2025;
RH7F;2025-08-18;SEG;HO;STD_JUL_2025;
AS4D;2025-08-18;SEG;HO;STD_JUL_2025;
B0X1;2025-08-18;SEG;TR;STD_JUL_2025;
NS1R;2025-08-18;SEG;TR;STD_JUL_2025;
M37H;2025-08-18;SEG;B;STD_JUL_2025;
F08F;2025-08-18;SEG;HO;STD_JUL_2025;
F8CK;2025-08-18;SEG;B;STD_JUL_2025;
AS4K;2025-08-18;SEG;HO;STD_JUL_2025;
DAJU;2025-08-18;SEG;O;STD_JUL_2025;
FW0F;2025-08-18;SEG;HOE;STD_JUL_2025;
FW4S;2025-08-18;SEG;ANG;STD_JUL_2025;
ATJC;2025-08-18;SEG;B;STD_JUL_2025;
URON;2025-08-18;SEG;SGP;STD_JUL_2025;
WTK2;2025-08-18;SEG;B;STD_JUL_2025;
FW4D;2025-08-18;SEG;HO;STD_JUL_2025;
NSYK;2025-08-18;SEG;B;STD_JUL_2025;
DAJA;2025-08-18;SEG;B;STD_JUL_2025;
RV0N;2025-08-18;SEG;B;STD_JUL_2025;
FW7G;2025-08-18;SEG;HO;STD_JUL_2025;
RTNM;2025-08-18;SEG;B;STD_JUL_2025;
NA2L;2025-08-18;SEG;HOE;STD_JUL_2025;
RMNF;2025-08-18;SEG;NTG;STD_JUL_2025;
FW1B;2025-08-18;SEG;ANG;STD_JUL_2025;
FVUJ;2025-08-18;SEG;B;STD_JUL_2025;
F8ZW;2025-08-18;SEG;TUY;STD_JUL_2025;
URI2;2025-08-18;SEG;HO;STD_JUL_2025;
URSS;2025-08-18;SEG;HO;STD_JUL_2025;
FRF2;2025-08-18;SEG;TR;STD_JUL_2025;
FVZ9;2025-08-18;SEG;HO;STD_JUL_2025;
FVY9;2025-08-18;SEG;F;STD_JUL_2025;
URYS;2025-08-18;SEG;NTG;STD_JUL_2025;
NVPM;2025-08-18;SEG;HOE;STD_JUL_2025;
NVMJ;2025-08-18;SEG;HO;STD_JUL_2025;
URFB;2025-08-18;SEG;B;STD_JUL_2025;
KAZZ;2025-08-18;SEG;O;STD_JUL_2025;
FMKI;2025-08-18;SEG;B;STD_JUL_2025;
LDKC;2025-08-18;SEG;HO;STD_JUL_2025;
RLG3;2025-08-18;SEG;O;STD_JUL_2025;
MGKJ;2025-08-18;SEG;F;STD_JUL_2025;
E8FU;2025-08-18;SEG;O;STD_JUL_2025;
NVR7;2025-08-18;SEG;YNT;STD_JUL_2025;
F8ML;2025-08-18;SEG;B;STD_JUL_2025;
RT3W;2025-08-18;SEG;B;STD_JUL_2025;
L1MJ;2025-08-18;SEG;HO;STD_JUL_2025;
S229;2025-08-18;SEG;NTG;STD_JUL_2025;
MOP3;2025-08-18;SEG;B;STD_JUL_2025;
MABJ;2025-08-18;SEG;B;STD_JUL_2025;
N5VI;2025-08-18;SEG;YNT;STD_JUL_2025;
LPLK;2025-08-18;SEG;BT;STD_JUL_2025;
PDSO;2025-08-18;SEG;YNT;STD_JUL_2025;
EKID;2025-08-18;SEG;YNT;STD_JUL_2025;
FW6C;2025-08-18;SEG;EM;STD_JUL_2025;
LMIN;2025-08-18;SEG;YNT;STD_JUL_2025;
FW9S;2025-08-18;SEG;HO;STD_JUL_2025;
WU3X;2025-08-18;SEG;YNT;STD_JUL_2025;
PD0U;2025-08-18;SEG;O;STD_JUL_2025;
WV48;2025-08-18;SEG;O;STD_JUL_2025;
KEFZ;2025-08-18;SEG;B;STD_JUL_2025;
B25O;2025-08-18;SEG;NTG;STD_JUL_2025;
WMFR;2025-08-18;SEG;O;STD_JUL_2025;
PL7B;2025-08-18;SEG;O;STD_JUL_2025;
URP3;2025-08-18;SEG;HO;STD_JUL_2025;
PDBP;2025-08-18;SEG;B;STD_JUL_2025;
PDEK;2025-08-18;SEG;B;STD_JUL_2025;
FN3R;2025-08-18;SEG;B;STD_JUL_2025;
URUG;2025-08-18;SEG;EM;STD_JUL_2025;
FVU9;2025-08-18;SEG;O;STD_JUL_2025;
MCW5;2025-08-18;SEG;NTG;STD_JUL_2025;
A1QB;2025-08-18;SEG;YNT;STD_JUL_2025;
URVX;2025-08-18;SEG;HO;STD_JUL_2025;
UPDJ;2025-08-19;TER;YNT;STD_JUL_2025;
U4XE;2025-08-19;TER;F;STD_JUL_2025;
NSYD;2025-08-19;TER;YNT;STD_JUL_2025;
TFBN;2025-08-19;TER;B;STD_JUL_2025;
U4OB;2025-08-19;TER;F;STD_JUL_2025;
CX1A;2025-08-19;TER;HO;STD_JUL_2025;
URPQ;2025-08-19;TER;F;STD_JUL_2025;
BHQ1;2025-08-19;TER;NTG;STD_JUL_2025;
U3PE;2025-08-19;TER;SGP;STD_JUL_2025;
U3PX;2025-08-19;TER;SGP;STD_JUL_2025;
BETN;2025-08-19;TER;ANG;STD_JUL_2025;
JMU9;2025-08-19;TER;SGP;STD_JUL_2025;
FMB1;2025-08-19;TER;HO;STD_JUL_2025;
CXLT;2025-08-19;TER;SGP;STD_JUL_2025;
AJP2;2025-08-19;TER;HO;STD_JUL_2025;
FRCF;2025-08-19;TER;HO;STD_JUL_2025;
RWEU;2025-08-19;TER;HO;STD_JUL_2025;
YT3I;2025-08-19;TER;O;STD_JUL_2025;
NVBN;2025-08-19;TER;O;STD_JUL_2025;
B1S8;2025-08-19;TER;HO;STD_JUL_2025;
YRAJ;2025-08-19;TER;F;STD_JUL_2025;
LNIG;2025-08-19;TER;B;STD_JUL_2025;
SLDR;2025-08-19;TER;B;STD_JUL_2025;
NSAZ;2025-08-19;TER;HO;STD_JUL_2025;
MG0B;2025-08-19;TER;O;STD_JUL_2025;
M37R;2025-08-19;TER;ANG;STD_JUL_2025;
NA1Y;2025-08-19;TER;L;STD_JUL_2025;
FRA2;2025-08-19;TER;O;STD_JUL_2025;
KB1O;2025-08-19;TER;HO;STD_JUL_2025;
UREQ;2025-08-19;TER;SGP;STD_JUL_2025;
BTKP;2025-08-19;TER;B;STD_JUL_2025;
FWDE;2025-08-19;TER;EM;STD_JUL_2025;
NS0U;2025-08-19;TER;YNT;STD_JUL_2025;
RTVS;2025-08-19;TER;EM;STD_JUL_2025;
B1WH;2025-08-19;TER;HO;STD_JUL_2025;
F8TR;2025-08-19;TER;YNT;STD_JUL_2025;
XDZY;2025-08-19;TER;TR;STD_JUL_2025;
U36Q;2025-08-19;TER;F;STD_JUL_2025;
NA2O;2025-08-19;TER;B;STD_JUL_2025;
N7G5;2025-08-19;TER;F;STD_JUL_2025;
F955;2025-08-19;TER;HO;STD_JUL_2025;
F941;2025-08-19;TER;YNT;STD_JUL_2025;
NSZD;2025-08-19;TER;YNT;STD_JUL_2025;
FW5G;2025-08-19;TER;HO;STD_JUL_2025;
FN2K;2025-08-19;TER;TR;STD_JUL_2025;
FWEC;2025-08-19;TER;B;STD_JUL_2025;
CNWT;2025-08-19;TER;TR;STD_JUL_2025;
FVXU;2025-08-19;TER;EM;STD_JUL_2025;
FW0R;2025-08-19;TER;B;STD_JUL_2025;
WS3M;2025-08-19;TER;TR;STD_JUL_2025;
NS1H;2025-08-19;TER;B;STD_JUL_2025;
RH7F;2025-08-19;TER;HO;STD_JUL_2025;
AS4D;2025-08-19;TER;HO;STD_JUL_2025;
B0X1;2025-08-19;TER;TR;STD_JUL_2025;
NS1R;2025-08-19;TER;TR;STD_JUL_2025;
M37H;2025-08-19;TER;B;STD_JUL_2025;
F08F;2025-08-19;TER;L;STD_JUL_2025;
F8CK;2025-08-19;TER;B;STD_JUL_2025;
AS4K;2025-08-19;TER;HO;STD_JUL_2025;
DAJU;2025-08-19;TER;O;STD_JUL_2025;
FW0F;2025-08-19;TER;HOE;STD_JUL_2025;
FW4S;2025-08-19;TER;ANG;STD_JUL_2025;
ATJC;2025-08-19;TER;B;STD_JUL_2025;
URON;2025-08-19;TER;SGP;STD_JUL_2025;
WTK2;2025-08-19;TER;HO;STD_JUL_2025;
FW4D;2025-08-19;TER;HO;STD_JUL_2025;
NSYK;2025-08-19;TER;B;STD_JUL_2025;
DAJA;2025-08-19;TER;B;STD_JUL_2025;
RV0N;2025-08-19;TER;B;STD_JUL_2025;
FW7G;2025-08-19;TER;HO;STD_JUL_2025;
RTNM;2025-08-19;TER;HO;STD_JUL_2025;
NA2L;2025-08-19;TER;HOE;STD_JUL_2025;
RMNF;2025-08-19;TER;NTG;STD_JUL_2025;
FW1B;2025-08-19;TER;ANG;STD_JUL_2025;
FVUJ;2025-08-19;TER;B;STD_JUL_2025;
F8ZW;2025-08-19;TER;TUY;STD_JUL_2025;
URI2;2025-08-19;TER;HO;STD_JUL_2025;
URSS;2025-08-19;TER;HO;STD_JUL_2025;
FRF2;2025-08-19;TER;TR;STD_JUL_2025;
FVZ9;2025-08-19;TER;HO;STD_JUL_2025;
FVY9;2025-08-19;TER;F;STD_JUL_2025;
URYS;2025-08-19;TER;NTG;STD_JUL_2025;
NVPM;2025-08-19;TER;HOE;STD_JUL_2025;
NVMJ;2025-08-19;TER;HO;STD_JUL_2025;
URFB;2025-08-19;TER;B;STD_JUL_2025;
KAZZ;2025-08-19;TER;B;STD_JUL_2025;
FMKI;2025-08-19;TER;B;STD_JUL_2025;
LDKC;2025-08-19;TER;HO;STD_JUL_2025;
RLG3;2025-08-19;TER;O;STD_JUL_2025;
MGKJ;2025-08-19;TER;F;STD_JUL_2025;
E8FU;2025-08-19;TER;O;STD_JUL_2025;
NVR7;2025-08-19;TER;YNT;STD_JUL_2025;
F8ML;2025-08-19;TER;B;STD_JUL_2025;
RT3W;2025-08-19;TER;B;STD_JUL_2025;
L1MJ;2025-08-19;TER;HO;STD_JUL_2025;
S229;2025-08-19;TER;NTG;STD_JUL_2025;
MOP3;2025-08-19;TER;HO;STD_JUL_2025;
MABJ;2025-08-19;TER;HO;STD_JUL_2025;
N5VI;2025-08-19;TER;YNT;STD_JUL_2025;
LPLK;2025-08-19;TER;BT;STD_JUL_2025;
PDSO;2025-08-19;TER;YNT;STD_JUL_2025;
EKID;2025-08-19;TER;YNT;STD_JUL_2025;
FW6C;2025-08-19;TER;EM;STD_JUL_2025;
LMIN;2025-08-19;TER;YNT;STD_JUL_2025;
FW9S;2025-08-19;TER;HO;STD_JUL_2025;
WU3X;2025-08-19;TER;YNT;STD_JUL_2025;
PD0U;2025-08-19;TER;O;STD_JUL_2025;
WV48;2025-08-19;TER;O;STD_JUL_2025;
KEFZ;2025-08-19;TER;B;STD_JUL_2025;
B25O;2025-08-19;TER;NTG;STD_JUL_2025;
WMFR;2025-08-19;TER;O;STD_JUL_2025;
PL7B;2025-08-19;TER;B;STD_JUL_2025;
URP3;2025-08-19;TER;HO;STD_JUL_2025;
PDBP;2025-08-19;TER;TR;STD_JUL_2025;
PDEK;2025-08-19;TER;HO;STD_JUL_2025;
FN3R;2025-08-19;TER;B;STD_JUL_2025;
URUG;2025-08-19;TER;EM;STD_JUL_2025;
FVU9;2025-08-19;TER;O;STD_JUL_2025;
MCW5;2025-08-19;TER;NTG;STD_JUL_2025;
A1QB;2025-08-19;TER;YNT;STD_JUL_2025;
URVX;2025-08-19;TER;HO;STD_JUL_2025;
UPDJ;2025-08-20;QUA;YNT;STD_JUL_2025;
U4XE;2025-08-20;QUA;F;STD_JUL_2025;
NSYD;2025-08-20;QUA;YNT;STD_JUL_2025;
TFBN;2025-08-20;QUA;B;STD_JUL_2025;
U4OB;2025-08-20;QUA;F;STD_JUL_2025;
CX1A;2025-08-20;QUA;B;STD_JUL_2025;
URPQ;2025-08-20;QUA;F;STD_JUL_2025;
BHQ1;2025-08-20;QUA;NTG;STD_JUL_2025;
U3PE;2025-08-20;QUA;SGP;STD_JUL_2025;
U3PX;2025-08-20;QUA;SGP;STD_JUL_2025;
BETN;2025-08-20;QUA;ANG;STD_JUL_2025;
JMU9;2025-08-20;QUA;SGP;STD_JUL_2025;
FMB1;2025-08-20;QUA;B;STD_JUL_2025;
CXLT;2025-08-20;QUA;SGP;STD_JUL_2025;
AJP2;2025-08-20;QUA;HO;STD_JUL_2025;
FRCF;2025-08-20;QUA;TR;STD_JUL_2025;
RWEU;2025-08-20;QUA;B;STD_JUL_2025;
YT3I;2025-08-20;QUA;O;STD_JUL_2025;
NVBN;2025-08-20;QUA;O;STD_JUL_2025;
B1S8;2025-08-20;QUA;HO;STD_JUL_2025;
YRAJ;2025-08-20;QUA;F;STD_JUL_2025;
LNIG;2025-08-20;QUA;B;STD_JUL_2025;
SLDR;2025-08-20;QUA;B;STD_JUL_2025;
NSAZ;2025-08-20;QUA;HOE;STD_JUL_2025;
MG0B;2025-08-20;QUA;O;STD_JUL_2025;
WV8P;2025-08-20;QUA;B;STD_JUL_2025;
M37R;2025-08-20;QUA;ANG;STD_JUL_2025;
NA1Y;2025-08-20;QUA;L;STD_JUL_2025;
FRA2;2025-08-20;QUA;O;STD_JUL_2025;
KB1O;2025-08-20;QUA;O;STD_JUL_2025;
UREQ;2025-08-20;QUA;SGP;STD_JUL_2025;
BTKP;2025-08-20;QUA;B;STD_JUL_2025;
FWDE;2025-08-20;QUA;EM;STD_JUL_2025;
NS0U;2025-08-20;QUA;YNT;STD_JUL_2025;
RTVS;2025-08-20;QUA;EM;STD_JUL_2025;
B1WH;2025-08-20;QUA;HO;STD_JUL_2025;
F8TR;2025-08-20;QUA;YNT;STD_JUL_2025;
XDZY;2025-08-20;QUA;B;STD_JUL_2025;
U36Q;2025-08-20;QUA;F;STD_JUL_2025;
NA2O;2025-08-20;QUA;HO;STD_JUL_2025;
N7G5;2025-08-20;QUA;F;STD_JUL_2025;
F955;2025-08-20;QUA;HO;STD_JUL_2025;
F941;2025-08-20;QUA;V;STD_JUL_2025;
NSZD;2025-08-20;QUA;YNT;STD_JUL_2025;
FW5G;2025-08-20;QUA;HO;STD_JUL_2025;
FN2K;2025-08-20;QUA;TR;STD_JUL_2025;
FWEC;2025-08-20;QUA;B;STD_JUL_2025;
CNWT;2025-08-20;QUA;TR;STD_JUL_2025;
FVXU;2025-08-20;QUA;EM;STD_JUL_2025;
FW0R;2025-08-20;QUA;B;STD_JUL_2025;
WS3M;2025-08-20;QUA;TR;STD_JUL_2025;
NS1H;2025-08-20;QUA;B;STD_JUL_2025;
RH7F;2025-08-20;QUA;HOE;STD_JUL_2025;
AS4D;2025-08-20;QUA;B;STD_JUL_2025;
B0X1;2025-08-20;QUA;TR;STD_JUL_2025;
NS1R;2025-08-20;QUA;TR;STD_JUL_2025;
M37H;2025-08-20;QUA;B;STD_JUL_2025;
F08F;2025-08-20;QUA;L;STD_JUL_2025;
F8CK;2025-08-20;QUA;B;STD_JUL_2025;
AS4K;2025-08-20;QUA;B;STD_JUL_2025;
DAJU;2025-08-20;QUA;O;STD_JUL_2025;
FW0F;2025-08-20;QUA;HO;STD_JUL_2025;
FW4S;2025-08-20;QUA;ANG;STD_JUL_2025;
ATJC;2025-08-20;QUA;B;STD_JUL_2025;
URON;2025-08-20;QUA;SGP;STD_JUL_2025;
WTK2;2025-08-20;QUA;HO;STD_JUL_2025;
FW4D;2025-08-20;QUA;B;STD_JUL_2025;
NSYK;2025-08-20;QUA;B;STD_JUL_2025;
DAJA;2025-08-20;QUA;B;STD_JUL_2025;
RV0N;2025-08-20;QUA;B;STD_JUL_2025;
FW7G;2025-08-20;QUA;B;STD_JUL_2025;
RTNM;2025-08-20;QUA;B;STD_JUL_2025;
NA2L;2025-08-20;QUA;HOE;STD_JUL_2025;
RMNF;2025-08-20;QUA;NTG;STD_JUL_2025;
FW1B;2025-08-20;QUA;ANG;STD_JUL_2025;
FVUJ;2025-08-20;QUA;HOE;STD_JUL_2025;
F8ZW;2025-08-20;QUA;TUY;STD_JUL_2025;
URI2;2025-08-20;QUA;B;STD_JUL_2025;
URSS;2025-08-20;QUA;B;STD_JUL_2025;
FRF2;2025-08-20;QUA;TR;STD_JUL_2025;
FVZ9;2025-08-20;QUA;HO;STD_JUL_2025;
FVY9;2025-08-20;QUA;F;STD_JUL_2025;
URYS;2025-08-20;QUA;NTG;STD_JUL_2025;
NVPM;2025-08-20;QUA;HOE;STD_JUL_2025;
NVMJ;2025-08-20;QUA;HOE;STD_JUL_2025;
URFB;2025-08-20;QUA;HO;STD_JUL_2025;
KAZZ;2025-08-20;QUA;B;STD_JUL_2025;
FMKI;2025-08-20;QUA;B;STD_JUL_2025;
LDKC;2025-08-20;QUA;B;STD_JUL_2025;
RLG3;2025-08-20;QUA;O;STD_JUL_2025;
MGKJ;2025-08-20;QUA;F;STD_JUL_2025;
E8FU;2025-08-20;QUA;O;STD_JUL_2025;
NVR7;2025-08-20;QUA;YNT;STD_JUL_2025;
F8ML;2025-08-20;QUA;B;STD_JUL_2025;
RT3W;2025-08-20;QUA;HO;STD_JUL_2025;
L1MJ;2025-08-20;QUA;HO;STD_JUL_2025;
S229;2025-08-20;QUA;NTG;STD_JUL_2025;
MOP3;2025-08-20;QUA;TR;STD_JUL_2025;
MABJ;2025-08-20;QUA;TR;STD_JUL_2025;
N5VI;2025-08-20;QUA;YNT;STD_JUL_2025;
URFA;2025-08-20;QUA;B;STD_JUL_2025;
LPLK;2025-08-20;QUA;BT;STD_JUL_2025;
PDSO;2025-08-20;QUA;YNT;STD_JUL_2025;
EKID;2025-08-20;QUA;V;STD_JUL_2025;
FW6C;2025-08-20;QUA;EM;STD_JUL_2025;
LMIN;2025-08-20;QUA;YNT;STD_JUL_2025;
FW9S;2025-08-20;QUA;B;STD_JUL_2025;
WU3X;2025-08-20;QUA;V;STD_JUL_2025;
PD0U;2025-08-20;QUA;O;STD_JUL_2025;
WV48;2025-08-20;QUA;O;STD_JUL_2025;
KEFZ;2025-08-20;QUA;B;STD_JUL_2025;
B25O;2025-08-20;QUA;NTG;STD_JUL_2025;
WMFR;2025-08-20;QUA;O;STD_JUL_2025;
PL7B;2025-08-20;QUA;HO;STD_JUL_2025;
URP3;2025-08-20;QUA;B;STD_JUL_2025;
PDBP;2025-08-20;QUA;TR;STD_JUL_2025;
PDEK;2025-08-20;QUA;EM;STD_JUL_2025;
FN3R;2025-08-20;QUA;B;STD_JUL_2025;
URUG;2025-08-20;QUA;O;STD_JUL_2025;
FVU9;2025-08-20;QUA;O;STD_JUL_2025;
MCW5;2025-08-20;QUA;NTG;STD_JUL_2025;
A1QB;2025-08-20;QUA;V;STD_JUL_2025;
URVX;2025-08-20;QUA;HO;STD_JUL_2025;
UPDJ;2025-08-21;QUI;V;STD_JUL_2025;
U4XE;2025-08-21;QUI;F;STD_JUL_2025;
NSYD;2025-08-21;QUI;YNT;STD_JUL_2025;
TFBN;2025-08-21;QUI;HO;STD_JUL_2025;
U4OB;2025-08-21;QUI;F;STD_JUL_2025;
CX1A;2025-08-21;QUI;B;STD_JUL_2025;
URPQ;2025-08-21;QUI;F;STD_JUL_2025;
BHQ1;2025-08-21;QUI;NTG;STD_JUL_2025;
U3PE;2025-08-21;QUI;SGP;STD_JUL_2025;
U3PX;2025-08-21;QUI;SGP;STD_JUL_2025;
BETN;2025-08-21;QUI;ANG;STD_JUL_2025;
JMU9;2025-08-21;QUI;SGP;STD_JUL_2025;
FMB1;2025-08-21;QUI;B;STD_JUL_2025;
CXLT;2025-08-21;QUI;SGP;STD_JUL_2025;
AJP2;2025-08-21;QUI;B;STD_JUL_2025;
FRCF;2025-08-21;QUI;TR;STD_JUL_2025;
RWEU;2025-08-21;QUI;B;STD_JUL_2025;
YT3I;2025-08-21;QUI;O;STD_JUL_2025;
NVBN;2025-08-21;QUI;O;STD_JUL_2025;
B1S8;2025-08-21;QUI;B;STD_JUL_2025;
YRAJ;2025-08-21;QUI;F;STD_JUL_2025;
LNIG;2025-08-21;QUI;HO;STD_JUL_2025;
SLDR;2025-08-21;QUI;HO;STD_JUL_2025;
NSAZ;2025-08-21;QUI;HOE;STD_JUL_2025;
MG0B;2025-08-21;QUI;O;STD_JUL_2025;
WV8P;2025-08-21;QUI;B;STD_JUL_2025;
M37R;2025-08-21;QUI;ANG;STD_JUL_2025;
